Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2332404,"I recently discovered that in early XXXX 2017, the company reported negative information to the credit bureaus regarding a debt I have no knowledge of. I have never received any correspondence from the company and have no idea who they are or who the alleged original creditor is.",280,"['I recently discovered that in early XXXX 2017, the company reported negative information to the credit bureaus regarding a debt I have no knowledge of. I have never received any correspondence from the company and have no idea who they are or who the alleged original creditor is.']"
2382747,A card was taken out with US Bank without my knowledge or authorization. I have contacted them on several occassions but they have yet to resolve this matter. I notified them that I am a victim of identity theft and that account is not mine.,241,['A card was taken out with US Bank without my knowledge or authorization. I have contacted them on several occassions but they have yet to resolve this matter. I notified them that I am a victim of identity theft and that account is not mine.']
2284383,reported to XXXX i have collections for unpaid bills these bills belong to my son same name different middle name,113,['reported to XXXX i have collections for unpaid bills these bills belong to my son same name different middle name']
2414976,"We sent a check of all past due on XXXX2017 TO AVOID FORECLOSURE and today we were served with court documents. 
We have been doing everything they ask of us and now the mortgage co. Says they thought the check was  for repairs  
The legal fees are adding up as well. 
Please help",280,['We sent a check of all past due on XXXX2017 TO AVOID FORECLOSURE and today we were served with court documents. \nWe have been doing everything they ask of us and now the mortgage co. Says they thought the check was  for repairs  \nThe legal fees are adding up as well. \nPlease help']
2339863,Navient added 700.00 to each loan original amount and plus increased my interest rate on a couple of loan to 10.25 . Payments have not been calculated accurately.,162,['Navient added 700.00 to each loan original amount and plus increased my interest rate on a couple of loan to 10.25 . Payments have not been calculated accurately.']
2279425,"I MAKE A PURCHASE, WITH MY DEBIT CARD, I NEVER GET THE SERVICE, I PAY FOR, I FILE A DISPUTE WITH ALLY BANK, THE OPEN THE THE CLAIM, THE SEND A NOTICE TO XXXX XXXX REFUND THE MONEY TO ALLY BANK, ALLY BANK NOW REFUSE TO CREDITE MY ACCOUNT.",237,"['I MAKE A PURCHASE, WITH MY DEBIT CARD, I NEVER GET THE SERVICE, I PAY FOR, I FILE A DISPUTE WITH ALLY BANK, THE OPEN THE THE CLAIM, THE SEND A NOTICE TO XXXX XXXX REFUND THE MONEY TO ALLY BANK, ALLY BANK NOW REFUSE TO CREDITE MY ACCOUNT.']"
2382370,Midland Funding LLC Continues to come to my home looking for someone who does not live in the house knowing he does not live with us. Bangs heavily on the door and sits in his car watching the house. Now they are taping things to my door.,238,['Midland Funding LLC Continues to come to my home looking for someone who does not live in the house knowing he does not live with us. Bangs heavily on the door and sits in his car watching the house. Now they are taping things to my door.']
2374013,"I sent the attached letter to Equifax over 60 days ago. To date, they have not responded to me in any fashion.",110,"['I sent the attached letter to Equifax over 60 days ago. To date, they have not responded to me in any fashion.']"
2416505,I have not received any communication from this company. It s reporting to my XXXX credit report and the original creditor listed is XXXX XXXX and I ve never had an acct with them or purchased any merchandise from XXXX.,219,['I have not received any communication from this company. It s reporting to my XXXX credit report and the original creditor listed is XXXX XXXX and I ve never had an acct with them or purchased any merchandise from XXXX.']
2279141,Equifax has a voluntary surrender of a vehicle on my credit report with an account they could not verify with actual documentation. The creditor refuses to validate the account and equifax just take their word for it with no documentation. They refuse to remove it off my closed accounts.,288,['Equifax has a voluntary surrender of a vehicle on my credit report with an account they could not verify with actual documentation. The creditor refuses to validate the account and equifax just take their word for it with no documentation. They refuse to remove it off my closed accounts.']
2375455,customer service would not help and take care of the negative inquiries reporting to your credit report.,104,['customer service would not help and take care of the negative inquiries reporting to your credit report.']
2326569,Debt not accurately verified. No contract or signature for the following collection account  XXXX,97,['Debt not accurately verified. No contract or signature for the following collection account  XXXX']
2371178,"On XXXX XXXX, 2017 Deville MGMT reported a debt on my credit report in the amount of 2400.00 and stating the original creditor was XXXX",135,"['On XXXX XXXX, 2017 Deville MGMT reported a debt on my credit report in the amount of 2400.00 and stating the original creditor was XXXX']"
2379991,I disputed this account and received corrspondence which was a violation of HIPPA Act.,86,['I disputed this account and received corrspondence which was a violation of HIPPA Act.']
2424471,"I received my credit report and there is two address on their I have never lived at. I would like those removed. 
XXXX XXXX TX XXXX XXXX. XXXX TX XXXX",150,['I received my credit report and there is two address on their I have never lived at. I would like those removed. \nXXXX XXXX TX XXXX XXXX. XXXX TX XXXX']
2333625,"ASCWells Fargo, kept part of my escrow monies, when it sold or transfer my mortgage to XXXX. The new lender wants to increase my monthly payment, because it claims that I do have a escrow shortage.",197,"['ASCWells Fargo, kept part of my escrow monies, when it sold or transfer my mortgage to XXXX. The new lender wants to increase my monthly payment, because it claims that I do have a escrow shortage.']"
2280578,"Trans Union is not responding to any of my requests to investigate, verify and remove accounts from my credit file that do not belong to me.",140,"['Trans Union is not responding to any of my requests to investigate, verify and remove accounts from my credit file that do not belong to me.']"
2366523,"Equifax is reporting serveral different address on my credit report. 
XXXX XXXX , FL XXXX  never lived at this address ",119,"['Equifax is reporting serveral different address on my credit report. \nXXXX XXXX , FL XXXX  never lived at this address ']"
2427046,My loan was in forbearance with Navient from XXXX2011 to XXXX2011 and they reported a 30 day late payment in XXXX2011. This is incorrect and they are hurting my ability to use my credit and need to fix it ASAP.,210,['My loan was in forbearance with Navient from XXXX2011 to XXXX2011 and they reported a 30 day late payment in XXXX2011. This is incorrect and they are hurting my ability to use my credit and need to fix it ASAP.']
2365962,"The format was not readable for Case number  XXXX, could you resubmit,",70,"['The format was not readable for Case number  XXXX, could you resubmit,']"
2415650,Capital One charged me a 25.00 late fee on the same day my payment was due. How can this be ethical If this is allowed to continue I will be assessed late fees each month my payment is nt submitted by XXXX on the due date. Again appears to be an unethical money scheme.,269,['Capital One charged me a 25.00 late fee on the same day my payment was due. How can this be ethical If this is allowed to continue I will be assessed late fees each month my payment is nt submitted by XXXX on the due date. Again appears to be an unethical money scheme.']
2271970,"Bank of America has XXXX the ability to make principal only payments on their website. The only way to pay extra principal payments is to make a future loan payment, and then pay extra on top of that.",200,"['Bank of America has XXXX the ability to make principal only payments on their website. The only way to pay extra principal payments is to make a future loan payment, and then pay extra on top of that.']"
2338816,Got a call from XXXX saying there was a PayDay loan taken in my name back in XXXX2012 which was not paid and I owe 520.00 and if I do not pay it will go to court. I never took out a pay day loan in my life. Someone used my ID to get it.,236,['Got a call from XXXX saying there was a PayDay loan taken in my name back in XXXX2012 which was not paid and I owe 520.00 and if I do not pay it will go to court. I never took out a pay day loan in my life. Someone used my ID to get it.']
2339589,I was billed 27.00 fee. It was not denoted for what it was.  they said it was a late fee. I always pay my bills on time and IN FULL. but they waived it stating it was from XXXX. I paid on time.  I was charged 52.00 for interest on XXXX bill. I p,245,['I was billed 27.00 fee. It was not denoted for what it was.  they said it was a late fee. I always pay my bills on time and IN FULL. but they waived it stating it was from XXXX. I paid on time.  I was charged 52.00 for interest on XXXX bill. I p']
2382709,Money Recovery Nationwide is reporting to XXXX credit bureaus XXXX erroneous accounts that have not been verified,113,['Money Recovery Nationwide is reporting to XXXX credit bureaus XXXX erroneous accounts that have not been verified']
2382933,CAPITAL ONE HAS FAILED TO REFUND MY ACCOUNT FOR SEVERAL CHARGES TOTALING OVER 1100.00 THESE CHARGES WERE NOT AUTORIZED AND NOW CONTAMINATED MY CREDIT CARD.SEE ATTACHED.,168,['CAPITAL ONE HAS FAILED TO REFUND MY ACCOUNT FOR SEVERAL CHARGES TOTALING OVER 1100.00 THESE CHARGES WERE NOT AUTORIZED AND NOW CONTAMINATED MY CREDIT CARD.SEE ATTACHED.']
2414738,"Hello, I am not getting a refund of 89.00 from National Bank of Omaha credit card company. I have talked to them on the phone 23 times and documented emails agreeing to send this refund. It s been more than a month and they are still running me around. Please advice. Thank you.",278,"['Hello, I am not getting a refund of 89.00 from National Bank of Omaha credit card company. I have talked to them on the phone 23 times and documented emails agreeing to send this refund. It s been more than a month and they are still running me around. Please advice. Thank you.']"
2280146,"There is a collection agency by the name of Bull City reporting on my credit an account for 300.00, claiming I owe this amount to XXXX XXXX. This account does not belong to me and it s affecting my credit score.",211,"['There is a collection agency by the name of Bull City reporting on my credit an account for 300.00, claiming I owe this amount to XXXX XXXX. This account does not belong to me and it s affecting my credit score.']"
2327821,Applied for a loan but lost my job afterwards.,46,['Applied for a loan but lost my job afterwards.']
2427706,Student loans are being reported twice. The XXXX accounts were transferred to my XXXX account. The account was consolidated ans is not being reported twice.,156,['Student loans are being reported twice. The XXXX accounts were transferred to my XXXX account. The account was consolidated ans is not being reported twice.']
2476519,Furnished unverfied reports to credit profile.,46,['Furnished unverfied reports to credit profile.']
2325347,Equifax is reporting a judgment on my credit file that does not belong to me I disputed this erroneous public record over 90 days ago and have yet to get a response from them. I called the court and they have confirmed that this judgment is not mine.,250,['Equifax is reporting a judgment on my credit file that does not belong to me I disputed this erroneous public record over 90 days ago and have yet to get a response from them. I called the court and they have confirmed that this judgment is not mine.']
2280541,I HAVE BEEN DEALING WITH THIS PROBLEM FOR A FEW YEARS NOW AND THEY CONTINUE TO HURT MY CREDIT,93,['I HAVE BEEN DEALING WITH THIS PROBLEM FOR A FEW YEARS NOW AND THEY CONTINUE TO HURT MY CREDIT']
2339412,NAME,4,['NAME']
2281662,"I declared bankruptcy in 2013. I was approved for bankruptcy. This company continues to call me, my family, and my place of employment threatening me with lawsuits and arrests. I have given them by lawyer s information at least 10 times, and they continue to harass my family and I.",282,"['I declared bankruptcy in 2013. I was approved for bankruptcy. This company continues to call me, my family, and my place of employment threatening me with lawsuits and arrests. I have given them by lawyer s information at least 10 times, and they continue to harass my family and I.']"
2277620,"I applied for a Refi mortgage with Navy Federal Credit Union. The loan refi was denied. 
I wrote a XXXX page letter to NFCU describing the fiasco. I will attach the letter for your read. 
Thank you, XXXX XXXX XXXX",213,"['I applied for a Refi mortgage with Navy Federal Credit Union. The loan refi was denied. \nI wrote a XXXX page letter to NFCU describing the fiasco. I will attach the letter for your read. \nThank you, XXXX XXXX XXXX']"
2271630,I have disputed the inaccurate charge off that is reporting on the XXXX Account  XXXX. This account either do not belong to me or it is incorrectly status. I would like this account removed from my credit file or the charge off status removed.,243,['I have disputed the inaccurate charge off that is reporting on the XXXX Account  XXXX. This account either do not belong to me or it is incorrectly status. I would like this account removed from my credit file or the charge off status removed.']
2322357,"Account closed with out my knolage or permission. after talking to three customer service reps, two fraud agents, and then customer servixe. They where unable to help my with the information or access on my account.",215,"['Account closed with out my knolage or permission. after talking to three customer service reps, two fraud agents, and then customer servixe. They where unable to help my with the information or access on my account.']"
2426033,"IC Systems XXXX, MN XXXX Receiving calls from XXXX Letter sent states account  XXXX IC ref  XXXX They say I owe 4200.00 collection on a XXXX phone bill I did not open or order the XXXX I phone XXXX phones, on XXXX2017. 

I am reporting this as fraud. 

Thank you, XXXX",268,"['IC Systems XXXX, MN XXXX Receiving calls from XXXX Letter sent states account  XXXX IC ref  XXXX They say I owe 4200.00 collection on a XXXX phone bill I did not open or order the XXXX I phone XXXX phones, on XXXX2017. \n\nI am reporting this as fraud. \n\nThank you, XXXX']"
2333205,I make less then XXXX a year and I was told by Navient before my private loans defaulted I had no more options now they are trying to sue me or garnish me and I can barely pay my phone bill. I m trying to get and find a better career so I can pay.,247,['I make less then XXXX a year and I was told by Navient before my private loans defaulted I had no more options now they are trying to sue me or garnish me and I can barely pay my phone bill. I m trying to get and find a better career so I can pay.']
2373349,Several unauthorized hard inquiries on my credit report on XXXX2016 that I did not authorize.,93,['Several unauthorized hard inquiries on my credit report on XXXX2016 that I did not authorize.']
2271576,I notified Experian that the XXXX account is incorrectly reporting that I was 30 days late with payment in XXXX2010. This information is inaccurate and I would like this inaccurate information removed from my credit file.,221,['I notified Experian that the XXXX account is incorrectly reporting that I was 30 days late with payment in XXXX2010. This information is inaccurate and I would like this inaccurate information removed from my credit file.']
2328559,"This. company TekCollect, Inc appears on my credit report for 620.00. This debt does not belong to me  I have been XXXX in XXXX for the past 8 years. I need this removed immediately. This has been illegally reported.",216,"['This. company TekCollect, Inc appears on my credit report for 620.00. This debt does not belong to me  I have been XXXX in XXXX for the past 8 years. I need this removed immediately. This has been illegally reported.']"
2431043,I missed a few payments due to being out of work from XXXX. Synchrony Bank was calling me and leaving messages saying they needed to contact my attorney and would be arresting me if me or my attorney did not contact them by the end of that day. This went on for weeks until I was able to pay them.,297,['I missed a few payments due to being out of work from XXXX. Synchrony Bank was calling me and leaving messages saying they needed to contact my attorney and would be arresting me if me or my attorney did not contact them by the end of that day. This went on for weeks until I was able to pay them.']
2336721,I began a cash out refinance loan for multiple properties that are investment properties in XXXX XXXX. It is now XXXX XXXX XXXX and every week JP Morgan and Chase tell me  a few more days  or asks for information that I have already provided.,242,['I began a cash out refinance loan for multiple properties that are investment properties in XXXX XXXX. It is now XXXX XXXX XXXX and every week JP Morgan and Chase tell me  a few more days  or asks for information that I have already provided.']
2332378,My mortgage lender CitiMortgage is refusing to allow me online access to my mortgage account.,93,['My mortgage lender CitiMortgage is refusing to allow me online access to my mortgage account.']
2380673,i applied for a small business loan they deposited stolen checks into my personal account. Thus causing my checking account to overdraft. Both checks came from different institutes and were invalid.,198,['i applied for a small business loan they deposited stolen checks into my personal account. Thus causing my checking account to overdraft. Both checks came from different institutes and were invalid.']
2421727,This is not my account but they keep reporting it the credit bureaus.,69,['This is not my account but they keep reporting it the credit bureaus.']
2375349,"I just need the excessive phone calls to stop, they are XXXX me to the point of feelings of worthlessness and thoughts of XXXX as the only solution.",148,"['I just need the excessive phone calls to stop, they are XXXX me to the point of feelings of worthlessness and thoughts of XXXX as the only solution.']"
2323226,"_Focus receivables management calls twice a day about a debt. We have no debts with perfect credit, I read about this company and the Gov. should close their doors. They prey on the defenceless.",194,"['_Focus receivables management calls twice a day about a debt. We have no debts with perfect credit, I read about this company and the Gov. should close their doors. They prey on the defenceless.']"
2323295,Calling in excess of 12 times per day and refuse to let me consolidate my loans. Use multiple phone numbers to keep calling,123,['Calling in excess of 12 times per day and refuse to let me consolidate my loans. Use multiple phone numbers to keep calling']
2368589,"Victim of robotsighning, OCWEN mortgage co, 10 year old loan. 
Title work at XXXX XXXX XXXX XXXX does not list us as owners mor OWCEN as mortgage co",148,"['Victim of robotsighning, OCWEN mortgage co, 10 year old loan. \nTitle work at XXXX XXXX XXXX XXXX does not list us as owners mor OWCEN as mortgage co']"
2278101,"Chase Bank is charging unauthorized fees to my account, specifically contravening the account agreement. Chase Bank refuses to permit stop payment requests for 1 year. They will only accept stop payment requests that include automatic renewal for 6 years.",255,"['Chase Bank is charging unauthorized fees to my account, specifically contravening the account agreement. Chase Bank refuses to permit stop payment requests for 1 year. They will only accept stop payment requests that include automatic renewal for 6 years.']"
2328595,Debt was paid to delete from credit bureaus,43,['Debt was paid to delete from credit bureaus']
2372240,never got account open,22,['never got account open']
2332942,I never received any information from Midland as to what debt this is.,70,['I never received any information from Midland as to what debt this is.']
2273494,The company reported a late payment on my report when I informed them that I set up my auto draft on heir website. I ve asked them to remove the late payment and I set up the auto draft through my bank instead. They refused. My score dropped because of this.,258,['The company reported a late payment on my report when I informed them that I set up my auto draft on heir website. I ve asked them to remove the late payment and I set up the auto draft through my bank instead. They refused. My score dropped because of this.']
2427552,PayPal locked my account and will not give me access to my money. PayPal refuses to give me a mechanism to access my money.,123,['PayPal locked my account and will not give me access to my money. PayPal refuses to give me a mechanism to access my money.']
2429428,"XXXX, want to collect 8.00 dollars postage charge which I did not own. Instead of communicating with me in person, they just sell my personal contact information to a debt collector without my personal consent or knowledge.",223,"['XXXX, want to collect 8.00 dollars postage charge which I did not own. Instead of communicating with me in person, they just sell my personal contact information to a debt collector without my personal consent or knowledge.']"
2328282,DEBT WAS NOT DELETED ONCE PAID AS AGREED UPON,45,['DEBT WAS NOT DELETED ONCE PAID AS AGREED UPON']
2333195,I received a loan from XXXX 8 years ago and was told that my cosigner would be released if I make 2 years consecutive payments. I made those payments and requested that my cosigner would be released but got denied. I m in a bad relationship with my cosignerwhich happens to be my cousin ever since.,298,['I received a loan from XXXX 8 years ago and was told that my cosigner would be released if I make 2 years consecutive payments. I made those payments and requested that my cosigner would be released but got denied. I m in a bad relationship with my cosignerwhich happens to be my cousin ever since.']
2432821,"Received threating calls, that Ace will persue legal and criminial charges against myself when I paid off a loan back in 2009. But do nt have receipt that proves I paid it off. End up paying them back XXXX so the charges will be drop.",234,"['Received threating calls, that Ace will persue legal and criminial charges against myself when I paid off a loan back in 2009. But do nt have receipt that proves I paid it off. End up paying them back XXXX so the charges will be drop.']"
2471813,"XXXX  and transunion wont give credit report online, but  XXXX  did.",68,"['XXXX  and transunion wont give credit report online, but  XXXX  did.']"
2422039,wells fargo. we are asking for a modification on the following property XXXX pa XXXX. we were accepted for a modification in XXXX2016 and the bank did not let us finalize the transaction. Now the bank says there are no programs available,237,['wells fargo. we are asking for a modification on the following property XXXX pa XXXX. we were accepted for a modification in XXXX2016 and the bank did not let us finalize the transaction. Now the bank says there are no programs available']
2376858,I looked at my credit and I see that there is a debt of XXXX dollars. Called 1st federal collection and they ca nt find me in the system. I never received any mail in regards to this. Need to be fixed asap,205,['I looked at my credit and I see that there is a debt of XXXX dollars. Called 1st federal collection and they ca nt find me in the system. I never received any mail in regards to this. Need to be fixed asap']
2281693,Portfolio Recovery is continuously reporting a debt that do not belong to me. I have contacted Portfolio requesting them to verify the debt with my signature. Portfolio Recovery refused to provide proper validation.,215,['Portfolio Recovery is continuously reporting a debt that do not belong to me. I have contacted Portfolio requesting them to verify the debt with my signature. Portfolio Recovery refused to provide proper validation.']
2285229,Loans has been paid off. I have traded this vehicle with the title. This company is marking it as a chargeoff and also saying paid as agree.,140,['Loans has been paid off. I have traded this vehicle with the title. This company is marking it as a chargeoff and also saying paid as agree.']
2284276,i can not verfiy my identy on the question so i need to get that fixed,70,['i can not verfiy my identy on the question so i need to get that fixed']
2279422,"A company calling themselves Pioneer Credit calls me with a recorded message every day for weeks  XXXX  asking me to call them back at XXXX regarding a debt. Since I do not owe anyone, I do not return the call. However, I would like them to discontinue calling me.",264,"['A company calling themselves Pioneer Credit calls me with a recorded message every day for weeks  XXXX  asking me to call them back at XXXX regarding a debt. Since I do not owe anyone, I do not return the call. However, I would like them to discontinue calling me.']"
2333194,Portfolios recovery keeps calling after I told them repeatedly I have no money at this time and I am XXXX and can not work at this time. I realize I owe money but calling me and harass me is not putting money in my pocket,221,['Portfolios recovery keeps calling after I told them repeatedly I have no money at this time and I am XXXX and can not work at this time. I realize I owe money but calling me and harass me is not putting money in my pocket']
2420635,They are trying to state my debt validation letter was a payment plan. The letter clearly does not state anything about payment. They violated my rights. I want full removal of trade line. No where indicates payment plan. They misrepresented everything I sent to them to fit to their agenda.,291,['They are trying to state my debt validation letter was a payment plan. The letter clearly does not state anything about payment. They violated my rights. I want full removal of trade line. No where indicates payment plan. They misrepresented everything I sent to them to fit to their agenda.']
2369736,I had a mortgage loan with Ocwen that is still showing on my Credit reports 3 years after the Is till statue of limatation has passed I would like it to be removed it was 1st reported XXXX XXXX and the XXXX drop off date was XXXX XXXX NOTHING IN THE BOTTOM WAS RELATED TO SO I CHECKED MAKING PAYMENTS,300,['I had a mortgage loan with Ocwen that is still showing on my Credit reports 3 years after the Is till statue of limatation has passed I would like it to be removed it was 1st reported XXXX XXXX and the XXXX drop off date was XXXX XXXX NOTHING IN THE BOTTOM WAS RELATED TO SO I CHECKED MAKING PAYMENTS']
2367630,BBT has a hold on my account for no reason.,43,['BBT has a hold on my account for no reason.']
2271066,"This account was removed off my credit report on XXXX XXXX, 2016 and it was put back on my credit report, I have requested to removed this off my credit report.",160,"['This account was removed off my credit report on XXXX XXXX, 2016 and it was put back on my credit report, I have requested to removed this off my credit report.']"
2369575,I do not know of this collection.,33,['I do not know of this collection.']
2282285,An account with  XXXX XXXX  was opened in my name for 300.00. I did not open this account. I reported fraudulent activity to my bank when noticing money deducted from my account. Third party now put me in collections although it was identity theft.,248,['An account with  XXXX XXXX  was opened in my name for 300.00. I did not open this account. I reported fraudulent activity to my bank when noticing money deducted from my account. Third party now put me in collections although it was identity theft.']
2425873,Professional Accounting Services call my home several times a day to collect on a debt that is nt mine. They were told this. They continue to harrass me. i am a senior citizen and they are trying to scam me. Whoever they represent needs to understand I am not responsible and to stop calling me.,295,['Professional Accounting Services call my home several times a day to collect on a debt that is nt mine. They were told this. They continue to harrass me. i am a senior citizen and they are trying to scam me. Whoever they represent needs to understand I am not responsible and to stop calling me.']
2340434,I have never received notice of this debt to my knowledge,57,['I have never received notice of this debt to my knowledge']
2324923,high interest rates. daily accruement is high,45,['high interest rates. daily accruement is high']
2339156,NCC Business Service is attempting to collect a debt that is not mine.,70,['NCC Business Service is attempting to collect a debt that is not mine.']
2430229,Discussed my debt with my neighbor. Harassing me and my neighbors.,66,['Discussed my debt with my neighbor. Harassing me and my neighbors.']
2285253,"This debt has been charge off, now it is comingbac for collects. I would like for thisto be removed from my credit report. XXXX and XXXX.",137,"['This debt has been charge off, now it is comingbac for collects. I would like for thisto be removed from my credit report. XXXX and XXXX.']"
2427750,"Midland Funding , LLC is attempting to collect the debt that I do nt owe. I never establish a contract with this company. Furthermore this company is violating the FCRA by placing a negative negative tradeline on my credit profile and they are tarnishing my name.",263,"['Midland Funding , LLC is attempting to collect the debt that I do nt owe. I never establish a contract with this company. Furthermore this company is violating the FCRA by placing a negative negative tradeline on my credit profile and they are tarnishing my name.']"
2328261,"After I had cancelled my XXXX, I returned my internet modem but XXXX XXXX is claiming that I never returned it and is rotating 99.00 worth of debt between debt collectors. I had this issue resolved a few years ago and it fell off my credit report, now it is back on my credit report.",283,"['After I had cancelled my XXXX, I returned my internet modem but XXXX XXXX is claiming that I never returned it and is rotating 99.00 worth of debt between debt collectors. I had this issue resolved a few years ago and it fell off my credit report, now it is back on my credit report.']"
2323465,"I do nt know anything about it. it s a identity theft, fraud ...",64,"['I do nt know anything about it. it s a identity theft, fraud ...']"
2366344,American Express Serve has reversed and taken all funds on my prepaid card. They will not allow me access to my funds nor can they explain why my funds were reversed.,166,['American Express Serve has reversed and taken all funds on my prepaid card. They will not allow me access to my funds nor can they explain why my funds were reversed.']
2279046,i was unaware that i owed anything GM Financial,47,['i was unaware that i owed anything GM Financial']
2284493,I made a payment over the phone for my auto loan on the day the payment was due and I was assured that the late payment would report as paid on time. The payment was never 30 days late and its been reporting as late since XXXX2014.,231,['I made a payment over the phone for my auto loan on the day the payment was due and I was assured that the late payment would report as paid on time. The payment was never 30 days late and its been reporting as late since XXXX2014.']
2332813,Our mortgage company  BSI Financial  has not paid our real estate taxes since XXXX of 2015 out of our escrow account.,117,['Our mortgage company  BSI Financial  has not paid our real estate taxes since XXXX of 2015 out of our escrow account.']
2382801,I have received past notices in regards to this debt from A R Concepts Inc. I sent a dispute notice in regards to validation but have not received any response.,160,['I have received past notices in regards to this debt from A R Concepts Inc. I sent a dispute notice in regards to validation but have not received any response.']
2326642,"The Debt Pertaining to XXXX by XXXX has been previously deleted off of my Credit Report. 
However, as of XXXXXXXX, they reinserted the debt I have disputed with Equifax as well.",177,"['The Debt Pertaining to XXXX by XXXX has been previously deleted off of my Credit Report. \nHowever, as of XXXXXXXX, they reinserted the debt I have disputed with Equifax as well.']"
2374440,Been trying over two years to get a loan modification.,54,['Been trying over two years to get a loan modification.']
2381580,My old mortgage company sold the loan to a new company they included charges for things legal fees and inspections that I never agreed to pay for in mediation. Now I m being hounded and my mortgage has gone back up,214,['My old mortgage company sold the loan to a new company they included charges for things legal fees and inspections that I never agreed to pay for in mediation. Now I m being hounded and my mortgage has gone back up']
2379304,I have a judgement on my XXXX and Equifax accounts and I ve stayed with my parents since XXXX2008.,98,['I have a judgement on my XXXX and Equifax accounts and I ve stayed with my parents since XXXX2008.']
2428232,"Wells Fargo has ruined our life, by denying a payment paid to them via our checking account at Wells Fargo to Wells Fargo Mortgage. Then slapping enormous amount of late fees and what not. This is my third complaint to you, but you are also not helping.",253,"['Wells Fargo has ruined our life, by denying a payment paid to them via our checking account at Wells Fargo to Wells Fargo Mortgage. Then slapping enormous amount of late fees and what not. This is my third complaint to you, but you are also not helping.']"
2338398,Mortgage company unfairly and with intent withholding our escrow overage due to us since XXXX 2016 escrow analysis.,115,['Mortgage company unfairly and with intent withholding our escrow overage due to us since XXXX 2016 escrow analysis.']
2500966,"I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of  XXXX   2014  I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.",299,"['I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of  XXXX   2014  I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.']"
2329385,I receive daily collections calls from Chase at my work number.,63,['I receive daily collections calls from Chase at my work number.']
2325227,"My personal information was stolen during a break in on XXXX XXXX, XXXX. I have a police report and my ssn, id, and birth certificate was taken. This is not my inquiry and it is fraudulent and needs to be removed. XXXX XXXXXXXXXXXX, XXXX XXXX XXXXXXXXXXXX,",256,"['My personal information was stolen during a break in on XXXX XXXX, XXXX. I have a police report and my ssn, id, and birth certificate was taken. This is not my inquiry and it is fraudulent and needs to be removed. XXXX XXXXXXXXXXXX, XXXX XXXX XXXXXXXXXXXX,']"
2415025,"This account is mine and all XXXX reporting companies took my good standing credit off. 
Without my permission so please could you have them to put it back. XXXX.",162,['This account is mine and all XXXX reporting companies took my good standing credit off. \nWithout my permission so please could you have them to put it back. XXXX.']
2427248,"I RECEIVED A CALL FROM MY RECEPTIONIST. UPON ANSWERING THE CALL, THE CALLER IDENTIFIED THEMSELVES AS PORTFOLIO RECOVERY AND THAT THEY WERE ATTEMPTING TO COLLECT A DEBT REGARDING A XXXX XXXX ACCOUNT. I INSTRUCTED THE CALLER THAT THEY WOULD HAVE TO CONTACT ME WHEN I AM NOT AT WORK.",280,"['I RECEIVED A CALL FROM MY RECEPTIONIST. UPON ANSWERING THE CALL, THE CALLER IDENTIFIED THEMSELVES AS PORTFOLIO RECOVERY AND THAT THEY WERE ATTEMPTING TO COLLECT A DEBT REGARDING A XXXX XXXX ACCOUNT. I INSTRUCTED THE CALLER THAT THEY WOULD HAVE TO CONTACT ME WHEN I AM NOT AT WORK.']"
2424733,I believe that I am being charged an incorrect interest rate. My loan provider Navient  originally XXXX XXXX  has refused to provide me with a full copy of the promissory note despite repeated requests both written and telephonic.,230,['I believe that I am being charged an incorrect interest rate. My loan provider Navient  originally XXXX XXXX  has refused to provide me with a full copy of the promissory note despite repeated requests both written and telephonic.']
2334054,Creditor did not give me a chance to pay it prior to it being placed on my credit as a collection,97,['Creditor did not give me a chance to pay it prior to it being placed on my credit as a collection']
2277992,The debt in question was dropped by the original company because the service was not actually used so the debt is no longer applicable to me. XXXX already fixed the inquiry on their report but I can not figure out how to fix the inquiry with XXXX,246,['The debt in question was dropped by the original company because the service was not actually used so the debt is no longer applicable to me. XXXX already fixed the inquiry on their report but I can not figure out how to fix the inquiry with XXXX']
2414011,"I was leasing a car, and it was paid it off within 2 weeks.But its still show open on my credit report.",103,"['I was leasing a car, and it was paid it off within 2 weeks.But its still show open on my credit report.']"
2273314,There has been an open XXXX XXXX account on all my credit reports every month since XXXX 2008 that they  XXXX XXXX  can never seem to find in their system. I want to close it but they are no help at all.,203,['There has been an open XXXX XXXX account on all my credit reports every month since XXXX 2008 that they  XXXX XXXX  can never seem to find in their system. I want to close it but they are no help at all.']
2365811,A collection from DEVILLE MGMT showed up on my credit report. I have not outstanding debt. I tried to contact them but the information on their website is just puts you in a holding pattern and no one answers. Also no communication about the debt just showed up on credit report as mixed CC,290,['A collection from DEVILLE MGMT showed up on my credit report. I have not outstanding debt. I tried to contact them but the information on their website is just puts you in a holding pattern and no one answers. Also no communication about the debt just showed up on credit report as mixed CC']
2383173,"Balances out of control, high interest rates, no end in sight to payoff",71,"['Balances out of control, high interest rates, no end in sight to payoff']"
